id,minDice,name,description,defeatedDescription,goal,tags,def,reward,queueReward,onStart,onSuccess,onFailure,image,icon,,
5dc21,5,Feasting Troll,"The gluttonous creature lifts its ruddy maw from the ruined carcass it had been feasting on, looking for a new meal.","You slice open the troll's belly, ejecting its last few meals. The troll tries desperately to reclaim its prizes as you hit it with a final fiery attack.",,troll critter series,m + 7c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc22,5,Troll Runt,"Though a runt among his own kind, this vicious troll is easily the size of a man, and far stronger.","If that was a runt, you are not looking forward to facing a full-size troll.",,troll critter,t 10c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc23,5,War Troll,The thought that someone has been training trolls in the art of war and arming them is almost more frightening than the creature itself.,"Easily the toughest troll you've ever fought, you take some time after the battle to gather yourself and marvel at your victory.",,troll critter series,3m + p 3c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
5dc24,5,Fell Troll,"Somehow more frightening than other varieties, the fell troll licks its lips before roaring towards your fresh meat.","Using both fire and acid to defeat the monstrosity, you don't leave the carcass until it has been completely reduced to ash.",,troll critter,2m 8c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
5dc25,5,Ancient Troll,"You've heard tales of hollow-eyed emaciated trolls like this, but you never thought you'd have to fight one.","The ancient troll does its best to avoid your fiery attacks, but is unable to dodge them forever. You leave the corpse still burning on the ground.",,troll critter series,3p + t 3c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
5dc26,5,Troll Runt Pack,"As a pack, these troll runts more than make up for their relatively smaller size.","Victorious, you feel as though you single-handedly defeated a small army.",,troll critter,t 11c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc27,5,Cunning Troll,"Smarter than your average troll, this one almost seems to be assessing the situation instead of simply charging into battle.","Both parties nearly defeated, the troll suggests you go your separate ways; it wants to live another day, and so do you.",,troll critter series,3t + m 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc28,5,Bridge Troll,This troll seems willing to play some kind of game before it feasts on your bones.,The troll frowns as you answer its last riddle correctly. It steps aside and lets you pass.,,troll critter,m p t 6c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
5dc29,5,Hungry Troll,"Looking at you with desperate eyes, the troll drools out the words, ""More... meat...""","""More... meat..."" mutters the troll as it dies ablaze at your feet.",,troll critter series,m 2p 2c + 2c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
5dc30,5,Enraged Troll,It can be difficult to tell a normal troll from an angry troll...,You look around the nearly obliterated room and wonder how it's still standing after absorbing so many wild troll attacks.,,troll critter,p 12c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
5dc31,5,Werewolf,The werewolf howls before lunging at you!,"Your silvered blade plunges into the werewolf, freeing it forever from its curse.",,werewolf critter series,4m + 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc32,5,Werewolf Fighter,"As if claws and fangs weren't enough, this werewolf has grabbed a sword as well.","You battle back against the werewolf, proving to be too much even for this skilled creature. It howls as it slinks off into shadow.",,werewolf critter,2p 8c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc33,5,Werewolf Lord,"Shifting between forms, the deadly beast snarls, revealing rows of jagged teeth built to terrify as well as rend.","As it slumps to the ground, the werewolf shifts back into human form, revealing the frail, tormented soul now freed.",,werewolf critter series,3t + p 3c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
5dc34,5,Werewolf Stormcaller,"Lightning crackles around the beast, dancing from claw to claw.","The stormcaller is defeated. Looking around, you see the scorched earth left behind.",,werewolf critter,m t 9c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
5dc35,5,Werewolf Pack,"At first you only see one or two, but soon you realize the rest of the pack is surrounding you.","You fight off as many as you can. Just as all hope seems lost, a howl echoes from the distance and the werewolves scatter. Whatever is coming closer must be terrifying...",,werewolf critter series,3t 3c + p,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
5dc36,5,Werewolf Outcast,"Shunned by others of its kind, this bloodthirsty beast looks to take its pain and suffering out on you.","You defeat the cursed creature, ending its pain once and for all.",,werewolf critter,p t 9c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc37,5,Werewolf Scout,"Keeping low to the ground, the creature skulks through the area, seeking prey for the rest of the pack.","Having caught your scent, the werewolf had hoped to alert the rest of his pack before it was too late. Fortunately, you did not let that happen.",,werewolf critter series,3p 3c + m,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc38,5,Werewolf Berserker,"The mighty barbarian before you howls like a wild beast, and in moments, transforms into one!","Defeated, the werewolf transforms back into human form, nearly as large and frightening as its bestial counterpart.",,werewolf critter,14c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
5dc39,5,Wizened Werewolf,"Scars from previous victories act as highlights for the weathered, gray face.",The aged creature licks blood from its cut hand and snarls at you before running into the darkness.,,werewolf critter series,3c + 4p,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
5dc40,5,Transforming Werewolf,The transformation is happening quickly. Now is the time to strike!,"You are able to catch the creature mid-transformation, making the battle much easier than it might have been.",,werewolf critter,p t 7c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
5dc41,5,Skeletal Soldier,This long-dead soldier still has some fight in it.,"You send the soldier back to its grave, hoping it will rest easy this time around.",,undead critter series,2t 3c + 2m,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc42,5,Zombie Hulk,"The rotting gelatinous bulk of this undead horror shambles toward you, ignoring blow after blow.",It takes several good tugs before you're able to pull your blade from the gelatinous carcass.,,undead critter,2m 2t 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc43,5,Decrepit Skeleton Soldier,This bag of bones can barely stand with all of its martial implements.,The weight of the monster's gear proved to be more of a liability than a benefit.,,undead critter series,t + 7c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
5dc44,5,Improved Skeleton Soldier,"Though the years have not been kind to the man, the soldier within still stands strong.","The skeleton put up a good fight, but in the end, the dead will stay dead.",,undead critter,2m p t 3c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
5dc45,5,Ready Skeleton Soldier,"Blade in hand, the former soldier stands prepared for any attack.","Never tiring, each of the soldier's subsequent strikes are just as deadly as the first. You, on the other hand, are exhausted at the end of the battle.",,undead critter series,3m 3c + t,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
5dc46,5,Skeleton Soldier Formation,"Ranks of skeletons form around you, ready for war.","You wade through a tide of bone and metal, dropping skeleton after skeleton.",,undead critter,m p 9c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc47,5,Burrowing Zombie Hulk,A massive hand juts through the ground and grabs your leg!,"You are able to defeat the zombie before it's fully out of the ground, saving you the trouble of having to bury it.",,undead critter series,3p 3c + t,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
5dc48,5,Enraged Zombie Hulk,"Its own muscles tearing from bone, the undead monster lunges out at anything it can grab.","The battle is a blur. In the end, the zombie is in pieces and you're not entirely sure what just happened.",,undead critter,15c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
5dc49,5,Diseased Zombie Hulk,Diseased chunks of flesh fall from the rotten creature as it drags itself towards you.,"With no magical life force holding it together any more, rotten flesh falls from the corpse.",,undead critter series,3t 3c + m,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
5dc50,5,Pestilent Zombie Hulk,Pestilence and rot seem to infect everything the monster touches.,"You do your best to avoid touching the creature's carcass, afraid of the pox it might carry.",,undead critter,m 12c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
5dc51,5,Spike Trap,A small bit of blood provides a hint as to the trap's location.,Knowing its location makes the spike trap easy to avoid.,,trap,p 4t,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
5dc52,5,Arrow Bank Trap,You see a deep set of marks on the wall.,"Searching the area, you find and disable the arrow bank's pressure plate.",,trap series,2m 2t + p,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
5dc53,5,Dart Bank Trap,A series of gears click as you step on the pressure plate.,"You swing your body deftly to the side, avoiding the onslaught of darts.",,trap,m 4t,,Gateway_Challenge_T1_Reward_Test_03,,,,,trap,,
5dc54,5,Poison Vent Trap,A sickly-sweet scent is coming from the floor.,"Knowing the poison vent trap has already been triggered, you hastily escape the room before the toxins fill your lungs.",,trap series,m 2p + 2t,,Gateway_Challenge_T1_Reward_Test_04,,,,,trap,,
5dc55,5,Summoning Trap,You can just hear otherworldly voices faintly chanting as you see strange runes glowing on the floor.,You are able to disable the mechanism before the summoning trap can complete its ritual.,,trap,m p 3t,,Gateway_Challenge_T1_Reward_Test_06,,,,,trap,,
5dc56,5,Delayed Trigger Trap,You hear a click and then... nothing. Was that it? Are you in the clear?,"You look around, waiting for the other shoe to drop. Nothing. You will want to keep your eyes open as you continue on your adventure...",,trap series,m 2t + 2t,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
5dc57,5,Spiked Pit Trap,The trap hasn't fully reset yet and before it closes all the way you hear the faint whimper of a less-skilled adventurer.,"As soon as the trap resets, you pry it open to see if the adventurer can be saved. Sadly, he cannot.",,trap,2m p 2t,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
5dc58,5,Elaborate Trap,Days were spent constructing a trap that will only have seconds worth of show time.,"Having successfully disabled the trap, you marvel at its construction and wonder if, perhaps, simpler would have been better...",,trap series,m 2p + 2p,,Gateway_Challenge_T1_Reward_Test_03,,,,,trap,,
5dc59,5,Well Constructed Trap,Any trap maker would be proud to build such a solid and reliable device.,"Once disabled, you take some of the finely crafted components for use in a later device of your own.",,trap,5t,,Gateway_Challenge_T1_Reward_Test_04,,,,,trap,,
5dc60,5,Explosive Runes,"One wrong step, one wrong word and there won't be anyone left standing.","Hands still shaking, you're able to disarm the trap without incident.",,trap series,m 2t + 2p,,Gateway_Challenge_T1_Reward_Test_06,,,,,trap,,
5dc61,5,Stone Chest,The heavy stone of this box is engraved with ancient dwarven runes.,You slide the weighty lid to the side and smile at the treasure within.,,treasure,5p,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc62,5,Medium Chest,"Faded but ornate designs decorate this chest, showing it perhaps contains items of some worth.",You admire the craftsmanship of the chest for a while before opening the lid to examine the contents.,,treasure series,2m t + 2p,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc63,5,Hidden Cache,And to think you never would have found this well-hidden trove if you hadn't tripped on that rock.,"Taking what you can carry, you re-hide the cache and mark your map for future visits.",,treasure,m 4p,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc64,5,Pile of Gems,A shining tumble of nearly-glowing gemstones are piled higher than your dreams of avarice.,"The most precious gems gathered, you do your best to hide the rest for your next visit.",,treasure series,2p t + 2m,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc65,5,Pile of Treasure,The lustrous shine of this pile of wealth is finally enough to overcome your caution.,"Quickly, you gather what you can and move along before the treasure's owner returns.",,treasure,2m 2p t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc66,5,Engraved Case,"You find a large leather case with the initials ""GDY"" engraved and lined with silver.","Unable to open the case without damaging it, you stash it to be investigated when you have the time to do it right.",,treasure series,2p t + 2t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc67,5,Enchanted Chest,"You can feel the magic enchantments protecting this chest, but with time anything can be opened.","Finishing your final incantations, you open the chest, revealing the precious loot within.",,treasure,4m t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc68,5,Reliquary,Through the glass you can see the finger bone of some long-dead saint.,"You decide for now to leave the bone where it is, knowing someone will pay a pretty penny for this discovery.",,treasure series,p 2t + 2m,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc69,5,Ancient Cache,"It's hard to say exactly how long this treasure has been hidden away, but it's clearly been many, many years.",You scrape away years of dust and dirt to discover an impressive array of riches.,,treasure,m 2p 2t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc70,5,Small Trove,Someone had hidden this away years ago and never came back to claim it.,"You find a small coin, stamped with a family crest. At least now you can guess the family that lost these riches so many years ago.",,treasure series,p 2t + 2t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
5dc71,5,Pulsing Crystal,A misty image of a place you've never seen hovers over this crystal.,"When your vision clears, you find yourself in the place you'd seen in the crystal.",,portal,4m 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,portal,,
5dc72,5,Stone Puzzle,This intricate stone mechanism is clearly a puzzle meant to hide the way beyond.,"As soon as the puzzle is solved, it melts into the stone wall, revealing a hidden passage.",,portal series,2m p + 2t,,Gateway_Challenge_T1_Reward_Test_01,,,,,portal,,
5dc73,5,Magic Mirror,"Depending on the angle held, this mirror can show the reflections of distant places.","With the mirror tilted towards the desired location, you touch a gem on the handle and find yourself whisked away to the remote destination.",,portal,5m,,Gateway_Challenge_T1_Reward_Test_03,,,,,portal,,
5dc74,5,Enchanted Painting,"Touching the painting, you realize this is a gateway, not art.",You step through the painting and find yourself magically transported to a new place.,,portal series,2m p + 2m,,Gateway_Challenge_T1_Reward_Test_04,,,,,portal,,
5dc75,5,Spectral Bridge,"You aren't sure anything corporeal can use this bridge, but there's only one way to find out...","Stepping onto the bridge, you look back to see your starting location vanish into darkness. With no choice but to move forward, you cross to the other side, magically transported to a brand new place.",,portal,4m p,,Gateway_Challenge_T1_Reward_Test_06,,,,,portal,,
5dc76,5,Portcullis,"A heavy iron gate slams down before you, blocking your path.","It takes all of your strength, but eventually you are able to lift the iron bars.",,door series,2m t + 2m,,Gateway_Challenge_T1_Reward_Test_01,,,,,door,,
5dc77,5,Guarded Archway,You leap back from the archway as one of the stone figures strikes at you before returning to her tranquil pose.,"The guardian refuses to let you pass, forcing you to destroy the magical construction.",,door,4p t,,Gateway_Challenge_T1_Reward_Test_01,,,,,door,,
5dc78,5,Gilded Gate,"A golden gate blocks your path. While not overly sturdy, it's incredibly heavy.","Too heavy to lift, you eventually discover the mechanism that will release the gate.",,door series,2m 2p + t,,Gateway_Challenge_T1_Reward_Test_03,,,,,door,,
5dc79,5,Sliding Stone,"The scuff marks on the ground tell you these stones can move, but it's not immediately apparent how the contraption works.","After studying the mechanism, you find the trigger: a simple stone gargoyle that, when turned, reveals a hidden entrance.",,door,3m p t,,Gateway_Challenge_T1_Reward_Test_04,,,,,door,,
5dc80,5,Skeletal Gate,Bars of bone have been put in place to both frighten and keep out unwanted visitors.,"Though frightening, the gate proves no real challenge for those brave enough to approach.",,door series,2p t + m,,Gateway_Challenge_T1_Reward_Test_06,,,,,door,,
5dc81,5,Fishing Pond,By the side of a tranquil pool lays an old fishing pole and a pair of moldering boots.,"Convinced the area is secure, you relax and take a much needed break at the edge of the pond.",,scenario,m 3p t,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc82,5,Troll Markings,"The walls are freshly daubed with crude markings in the argot of trolls, describing your party as new prey.","You wipe off the markings, hoping the trolls' collective memory is as weak as you suspect.",,troll scenario series,2p t + m p,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc83,5,Silver Idol,You cannot say whether this tarnished idol depicts a lost god or an unknown monster.,"Regardless of what this idol represents, you pocket it hoping someone will be willing to buy it from you.",,scenario,4p 3c,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
5dc84,5,Cursed Altar,This altar has been desecrated by the followers of dark gods.,"You perform a cleansing ritual, but it does not seem like anything can completely remove the evil that corrupts this place.",,scenario series,m p t + m p,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
5dc85,5,Bubbling Fountain,The clear water of this fountain seems unnaturally inviting and refreshing.,You take a sip from the fountain and feel completely refreshed and rejuvenated.,,scenario,4t 3c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
5dc86,5,Spreading Fire,"Smoke swiftly fills the room, followed by an advancing tide of fire.","You run away as fast as you can, the fire licking at your heels.",,scenario series,m p t + m t,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc87,5,Summoning Circle,Tattered robes and burned bones litter the floor around a broken summoning circle.,"Studying the markings, you believe a devil was summoned here and then released. It may still be nearby...",,scenario,2m 2p 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc88,5,Roaring Campfire,This well-tended camp besides a warm fire would be a serene scene if only the camp's owners weren't missing.,"Warming yourself by the fire, you wait for the owners to return. Hours pass before you give up and continue on your adventure.",,scenario series,m p t + t p,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
5dc89,5,Map Room,Charts and maps of impossible places line the walls of this room.,You study the maps for a while before determining they must have been sketched by a madman.,,scenario,2m 2t 2c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
5dc90,5,Partially Intact Armory,"This stash of weaponry was partially looted, but may still hold something of value.","Looking closer at the remaining items, you see tiny explosive runes on each piece of gear and dried blood on the walls.",,scenario series,m p + m p t,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
5dc91,5,Laughter in the Darkness,"As your lights gutter and die, an inhuman voice hidden in the shadows whispers, ""You'll never escape alive.""","You yell back into the darkness but there is no response, save the fading chuckle of something otherworldly.",,scenario,2p 2t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc92,5,Jars of Glowing Paint,"Splashes of color on the walls and floor, along with open jars of glowing liquid, show someone had applied this magical paint to an object that is now gone.","Using a small amount of the liquid, you sketch out a crude figure that suddenly comes to life and runs into the darkness. You set down the paint and walk away quietly.",,scenario series,m t + m p t,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc93,5,Something Under the Dirt,The dirt floor of the rooms heaves as something moves beneath the ground.,You bang on the ground and the movement stops. Whatever it was has dug deeper or simply moved on.,,scenario,2m p t 2c,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
5dc94,5,Overgrown Plants,The tangle of plants here have overgrown everything beneath a living mat of roots and vines.,"Hacking away at the vines, you carve a path through to the other side. Before you have left the area, the plants have already begun to grow back.",,scenario series,p t + m p t,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
5dc95,5,Flower Garden,The strange flowers of this garden have been well tended by an unseen hand.,"You lean in to smell a flower but the rest of the party stops you, pointing to a skeleton in a similar pose on the other side of the garden.",,scenario,m 2p t 2c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
5dc96,5,Fiendish Feast,"A demonic horde picks at a pile of bodies, greedily tearing off pieces of meat.","While they're distracted, you attack and defeat the horde, adding their corpses to the pile.",,scenario series,m p t 2c + m,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc97,5,Diabolic Ritual,Embers on the floor glow and spark with each demonic verse spoken by invisible creatures.,"It's hard to defeat what you can't see, but you are able to destroy the markings on the ground before the invisible demons can stop you.",,scenario,m p 2t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc98,5,Siege Engine,A machine built for war. This one has yet to see the battlefield.,"You sabotage the machine, assuming no good can come from its use.",,scenario series,2p 3c + m t,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
5dc99,5,Wizard's Experiment,"The construct rests on the table, waiting for the right incantations to bring it to life.",You try a few spells before giving up and leaving the construct where it is.,,scenario,2m 2p 3c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
5dc100,5,Traveling Bards,"""A moment, good friend. Glad tidings we send. But if you can't feed us, then bad blood between us. And sadly this day your life's end.""","Amused by the bard's rhyme, you share some of your provisions. They spin a tale of your future glory, thank you, and continue on their journey.",,scenario series,2t + m p 3c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
5dc101,5,Wandering Scholar,"Nose buried in an ancient tome, the scholar fails to notice anyone is nearby before stumbling into the middle of your campsite.","""Oh! Oh my! I'm so sorry! Here, let me put your mind at ease!"" he mutters as he waves his hands, vanishing before you can stop him.",,scenario,m 3t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc102,5,Bandit Campsite,You have the element of surprise! It seems as though the bandits were never expecting anyone to find them.,"One by one, you dispatch the bandits, preventing them from committing any future crimes.",,scenario series,m p t + 4c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc103,5,A Riddle,"A slender man with a toothy grin stands in front of a magical doorway and asks, ""What is it that you can keep after giving it to someone else?""","""Your word!"" you exclaim. The man bows and vanishes in a puff of violet smoke.",,scenario,2p 2t 3c,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
5dc104,5,Stone Garden,You find a garden lined with intricately carved statues. Some are incredibly life-like.,"Tapping on a statue, you hear a faint cry from within the stone. You look for a way to release these people, but it is beyond your power.",,scenario series,2c + m p t,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
5dc105,5,Duel of Honor,"Two men stand face to face, each with steels drawn. From the corner of his eye, one looks at you and whispers, ""Do not interfere...""",Keeping your distance you watch as the two men battle for honor. The winner thanks you for not interfering and hands you a small bag of coins.,,scenario,3m p 2c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
5dc106,5,Carnivorous Plants,"A simple sign hangs on the entryway, ""Whatever they offer you, don't feed the plants.""","""Feed me..."" groans the plant. ""I'll make it worth your while..."" You decide instead to do a little gardening...",,scenario series,m p + t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc107,5,Ancient Hieroglyphs,You find a series of messages that were carved into the stone many lifetimes ago.,"Unsure how to translate the text, you take a rubbing of the markings for others to examine.",,scenario,p 3t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
5dc108,5,Talking Statue,"""Please, stay and chat awhile. I get so lonely. So lonely...""","You finish your chat with the statue. Before you leave, it whispers, ""For your kindness, you shall be blessed.""",,scenario series,m t + p 2c,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
5dc109,5,Crying Ghost,"Try as you might, you're not really sure how to console a sad spirit.","The ghost in inconsolable. You may never know what has it so depressed... beyond being dead, of course.",,scenario,m 2p t 3c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
