id,minDice,name,description,defeatedDescription,goal,tags,def,reward,queueReward,onStart,onSuccess,onFailure,image,icon,,
6dc17,6,Frost Goblin Sharpshooter,Icicles hang from the arrow and nose of your blue-skinned assailant.,"Icy arrows fly past, narrowly missing but getting closer with each shot. Moving quickly, you're able to take out the goblin before it's able to line you up perfectly.",,frost critter,m p 2t 5c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc18,6,Rime Hound,"No mere winter wolf, this creature is covered in icy spikes.","The deadly beast snaps and howls, doing its best to bring you down. Unfortunately for the rime hound, you will be no one's dinner tonight.",,frost critter series,4c + 3c + 2m p,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
6dc19,6,Frost Goblin Warband,"Well-trained and hardened by the elements, the warband begins to chant and clang swords against shields, signaling a coming battle.","It seems like two goblins appear for each one you bring down, but eventually you are able to stop the tide of blue-skinned attackers.",,frost critter,2m 2t 6c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
6dc20,6,Alpha Rime Hound,The frozen beast stands atop a boulder and howls to signal its brethren that feeding time is near.,"The lesser rime hounds quickly scatter as soon as you are able to bring down the alpha. You smile, knowing you probably didn't have enough left within, should the others have decided to attack.",,frost critter series,2m 2c + 2p 3c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
6dc21,6,Lesser Earth Elemental,The rock wall seems to come alive before your eyes.,"The lesser earth elemental falls over, becoming nothing more than a pile of rocks.",,elemental critter,m 3p 4c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc22,6,Lesser Fire Elemental,"The burning pyre before you shifts and moves, striding towards you with the form of a man.","The elemental defeated, the fire flickers and burns out.",,elemental critter series,m 6c + p 2t,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc23,6,Earth Elemental,The ground trembles and shakes before rising up and stacking into a humanoid form.,"The rocks fall back to the ground, almost as quickly as they had stacked.",,elemental critter,m p t 9c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
6dc24,6,Fire Elemental,"The shimmer of heat precedes the creature of pure fire, which moves to block your path.",You can still feel the heat left behind by the defeated elemental.,,elemental critter series,p 6c + t 4c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
6dc25,6,Summoned Earth Elemental,"As if detecting your presence, a rune glows and dissipates, leaving in its wake a man-shaped construct of rock.","You step away from the defeated elemental, looking around unsuccessfully for the person that set the trap to begin with.",,elemental critter,m p 11c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
6dc26,6,Summoned Fire Elemental,"A soft hum is heard, followed by the roar of fire. Your advance appears to have summoned a new foe.","""Enough!"" screams a wizard, waving his hands to un-summon the elemental. ""Very impressive. You have been deemed... worthy.""",,elemental critter series,2m 2c + 2t 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc27,6,Unbound Earth Elemental,"As you approach, a misshapen formation of rock and clay advances wildly in your direction.","""Like fighting living mud,"" you think to yourself as you manage to find a way to defeat the unbound elemental.",,elemental critter,17c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc28,6,Unbound Fire Elemental,You have only moments to react as a formless being of fire flares and surges toward you.,The elemental roars and crackles as the fires flame up and then suddenly die out. You're not entirely sure what just happened.,,elemental critter series,m p 2t + 4c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
6dc29,6,Earth Elemental Ambush,The deep rumbling sound from above is the only warning you have before an earthen creature attacks.,"You narrowly avoid being crushed by the creature. Quickly regaining your composure, you stand fast and eventually defeat the earth elemental.",,elemental critter,m 2p t 5c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
6dc30,6,Enraged Fire Elemental,"An inhuman roar is heard, followed by a bright orange light. Something has angered a fiery elemental, and you're in its path.","The elemental doesn't seem interested in you. Doing your best not to anger it any further, you hide and wait for it to be gone.",,elemental critter series,2t 3c + 4c + m,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
6dc31,6,Shadar-Kai Soldier,A pale warrior steps from the shadows.,You peer into the darkness knowing this now-fallen soldier will not be the only shadar-kai in the area.,,shadar-kai critter series,2m 2c + 2p 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc32,6,Shadar-Kai Gloomblade,"As you move in to attack, this towering warrior melds into the shadows and prepares to strike from the darkness.","Attacks seem to come out of nowhere, frightening and disorienting you. Waiting for your opening, you mortally wound the gloomblade, sending the massive warrior crashing to the ground.",,shadar-kai critter,m 3t 6c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc33,6,Shadar-Kai Witch,"A tattooed witch raises her staff and chants, channeling steadily in your direction.","You charge the witch, determined not to let her complete her spell. You strike as she is about to speak the final words, cutting through the staff and into the witch, killing her.",,shadar-kai critter series,2p t 3c + m 2c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
6dc34,6,Shadar-Kai Direhelm,"You come across a floating suit of armor. Before you get a chance to investigate more thoroughly, it raises its blades and attacks!","You step away from the defeated direhelm, not sure what twisted magic could make such a creature.",,shadar-kai critter,p 14c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
6dc35,6,Shadar-Kai Doomsept,This armored specter is shrouded in mist and wields a sword wreathed by shadow.,"Defeated, the mist and shadow fades away, leaving behind nothing more than some black armor and a twisted blade.",,shadar-kai critter series,2p 3c + 2p 3c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
6dc36,6,Shadar-Kai Soul Slaver,"A robed figure blocks your path with a menacing gaze. ""Another soul for the taking.""","You step over the defeated slaver, your soul perfectly intact.",,shadar-kai critter,p t 12c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc37,6,Shadar-Kai Ambush,You find yourself surrounded by armed foes with intricate tattoos and prominent piercings.,"""Not... possible..."" gasps the last shadar-kai as it falls over dead.",,shadar-kai critter series,p t 5c + m 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc38,6,Shadar-Kai Soul Hunters,"Two pale foes approach with weapons at the ready. ""No lost souls left... I suppose we'll have to make another.""","Your soul intact, you step between the bodies of the dead hunters and look for your next target.",,shadar-kai critter,2m 2p 6c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
6dc39,6,Shadar-Kai Ambassador,"A wizened, pale fellow approaches, but his smile turns into a menacing sneer. ""Let me show you the power Netheril commands!""","""Karsus will see me ... avenged..."" the ambassador mutters as the light fades from his eyes.",,shadar-kai critter series,m 2p t + 4c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
6dc40,6,Shadar-Kai Exile,A look of desperation crosses her face before she lashes out with her blades.,"You defeat the exile, putting her out of her misery once and for all.",,shadar-kai critter,3p t 5c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
6dc41,6,Battle Wight,"Possessed of unnatural intelligence, this undead creature could pass as a living being if you squint... and hold your nose.",You defeat the wight before it can drain any of your life energy.,,undead critter series,m p 4c + 4c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc42,6,Blazing Skeleton,"Possessed of unnatural intelligence, this undead creature could pass as a living being if you squint... and hold your nose.","You defeat the undead creature, sending sparking bone tumbling to the ground.",,undead critter,p 3t 6c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc43,6,Entombed Blazing Skeleton,"Opening a sarcophagus reveals an intact skeleton. Unfortunately, it ignites and rises from its grave, fixing its eyeless gaze on you.","Battling back against the fire, you are able to dispatch the skeleton with a minimal amount of singed clothing.",,undead critter series,2m p 2c + t 4c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
6dc44,6,Plaguefire Blazing Skeleton,"This skeleton is wreathed in an unnatural fire, blue in color, which appears to flow in baffling, mind-twisting ways.","Even for the undead, this was an unholy and unnatural thing.",,undead critter,3m t 5c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
6dc45,6,Wandering Blazing Skeleton,"As you enter the room, a fiery skeleton ambles in from another exit. While lacking in purpose, it's still hostile to you.","Only a second death is enough to douse the skeleton's flames, and you are happy to oblige.",,undead critter series,2p 6c + 4c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
6dc46,6,Cracked Blazing Skeleton,"The flame around this skeleton sputters and crackles, the bones beneath showing wear and age.","With a heavy CRACK, you splinter the ancient bone, shooting sparks into the air as the skeleton crumbles before you.",,undead critter,m p t 7c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc47,6,Damaged Battle Wight,"The rot is beginning to show on this wight. Its movements are shaky and slow, but that doesn't stop it from charging at you.","Standing over the fallen wight, you whisper a quiet, ""Thank you,"" to whoever had done the initial damage.",,undead critter series,t 4c + 2p 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,critter,,
6dc48,6,Battle Wight Challenge,"A humanoid undead calls out to you with a raspy voice, challenging you to a duel.","You relax your grip, allowing your weapon to fall to the ground next to the defeated battle wight.",,undead critter,m 15c,,Gateway_Challenge_T1_Reward_Test_03,,,,,critter,,
6dc49,6,Battle Wight Stalker,"You hear a soft sound behind you. You turn around, only to come face to face with a large, undead brute!","Without ever saying a word, the wight's relentless assault finally ends when you separate its head from its body.",,undead critter series,2m p t + 4c,,Gateway_Challenge_T1_Reward_Test_04,,,,,critter,,
6dc50,6,Battle Wight Patrol,You cross paths with a patrolling wight. It's not much of a surprise when he unsheathes his blade.,"The wight attempts to signal for reinforcements, but is unable to get the call out before falling at your feet.",,undead critter,2m p t 5c,,Gateway_Challenge_T1_Reward_Test_06,,,,,critter,,
6dc51,6,Poisoned Blade Trap,"Because the sharply bladed discs weren't deadly enough, they've now been edged with poison.","Carefully, you disarm the trap, making sure none of the poison touched your skin.",,trap,6t,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
6dc52,6,Poisoned Arrow Trap,A single nick from a poisoned arrow can be enough to fell even the mightiest hero.,You disable the trap and inspect the poison arrows. Black adder venom. Deadly.,,trap series,3t + m p t,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
6dc53,6,Poisoned Dart Trap,It will take quick reflexes and a keen eye to avoid this trap.,"The darts were coated with drow poison. Not necessarily deadly, but you would have been unconscious for a long time.",,trap,m 5t,,Gateway_Challenge_T1_Reward_Test_03,,,,,trap,,
6dc54,6,Poisoned Spear Trap,"If the impalement doesn't kill you, the poison surely will.","Examining the disabled trap, you find the spear to be coated with greenblood oil. Good thing you weren't hit.",,trap series,2m 2t + 2t,,Gateway_Challenge_T1_Reward_Test_04,,,,,trap,,
6dc55,6,Camouflaged Rockfall Trap,You'd never know there was danger nearby were it not for the dried blood on the stones at your feet.,The rockfall trap was expertly hidden. Luckily the previous victim proved to be enough to save your life.,,trap,m p 4t,,Gateway_Challenge_T1_Reward_Test_06,,,,,trap,,
6dc56,6,Poisoned Spiked Pit Trap,The odds of surviving a fall into this trap have been reduced dramatically...,"You're not sure what poison was used to coat the spikes, but you see each shaft crawling with small centipedes.",,trap series,2p 2t + 2t,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
6dc57,6,Poison Gas Trap,You hear a click and then a faint hiss before a sickly-sweet odor wafts into the room.,Ungol dust! You cover your nose and mouth and run quickly from the room.,,trap,2m 4t,,Gateway_Challenge_T1_Reward_Test_01,,,,,trap,,
6dc58,6,Scalding Steam Vent Trap,"This trap won't kill you quickly, but instead leave you in agonizing pain for a while before you finally succumb to your injuries.","You don't see a good way to disable the trap, so instead you do your best to clearly identify the trigger for future adventurers.",,trap series,2p 2t + 2p,,Gateway_Challenge_T1_Reward_Test_03,,,,,trap,,
6dc59,6,Symbol of Fear,"Without knowing why, you feel every last ounce of courage drain from your body.",You manage to find and scratch out the triggered symbol before becoming completely overwhelmed with terror.,,trap,2p 4t,,Gateway_Challenge_T1_Reward_Test_04,,,,,trap,,
6dc60,6,Confusingly Complex Trap,"So if you pull the southern line while exactly 2 stones are placed on the circular pressure plate... and you angle your body slightly to the left... wait, that won't work...","You study the trap for hours, determined to solve it. Just as you're about to give up, you realize all you have to do is cut the green thread to disable the device.",,trap series,2t + 2m 2t,,Gateway_Challenge_T1_Reward_Test_06,,,,,trap,,
6dc61,6,Large Coin Pile,Your eyes get wide when you realize how valuable this large pile of coins might be.,"You fill your pockets with loot, overjoyed at your discovery.",,treasure,6p,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc62,6,Large Chest,"A sizable chest, most likely containing something of great value.",You hold your breath as the lid creaks open. You are almost blinded by the riches contained within.,,treasure series,3p + m p t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc63,6,Large Gem Purse,A wealth of gems could be waiting in a bag this size.,"Opening the bag, you can't help but smile as you remove one of the largest gems you've ever seen.",,treasure,m 4p t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc64,6,Impressive Lockbox,The lockbox is impressive both in size and quality; the box itself might be worth nearly as much as the contents.,"Surprisingly, the box contains only a few coins. Looks like the container itself is the real prize after all.",,treasure series,2m 2t + 2m,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc65,6,Large Scroll Bag,This satchel is large enough to carry dozens of scrolls.,You find a variety of powerful spell scrolls and maps of hidden dungeons.,,treasure,2m 4p,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc66,6,Enchanted Reliquary,A soft white glow radiates from the carved box. From a distance you can feel the power of the items within.,Holding the box is enough to feel completely rejuvenated and you feel no need to reveal the contents.,,treasure series,2m 2p + 2t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc67,6,Ethereal Chest,The large treasure chest seems to fade between realities whenever someone gets too close.,"You try different tactics for hours, getting nowhere but not getting discouraged. A spirit appears and smiles, ""You've been very patient and that should be rewarded."" With that, the chest opens and valuable riches float into your hands.",,treasure,4p 2t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc68,6,Treasure Trove,"You drop to your knees, mouth agape. This is what you've been searching for.",You take a minute to lay back on the pile of riches. It's every bit as comfortable as you'd imagined it would be.,,treasure series,2m 2t + 2p,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc69,6,Sunken Treasure,A simple marker floating in the muck is the only indication something special hides below the surface.,"You pull up the sunken treasure, its hidden riches now yours for the taking.",,treasure,2m 2p 2t,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc70,6,Invisible Chest,"Your stubbed toe is the only reason you know the chest is here. You, in fact, stumbled upon it.","You feel around for a latch but find nothing. Out of frustration, you slam the chest against the wall. It bursts open and the riches inside spill out onto the floor.",,treasure series,2p 2t + 2m,,Gateway_Challenge_T1_Reward_Test_05,,,,,treasure,,
6dc71,6,Series of Levers,"A complex series of levers all connect to a single, glowing archway in the middle of the room.","Once correctly aligned, the levers glow and shake causing the archway to emit a strange glow. You think you could step through to a new place.",,portal,6m,,Gateway_Challenge_T1_Reward_Test_01,,,,,portal,,
6dc72,6,Guarded Trap Door,Someone would rather see you die than make use of that passage.,"The guards defeated, you open the trap door and follow where the dark passage leads.",,portal series,3m + m p t,,Gateway_Challenge_T1_Reward_Test_01,,,,,portal,,
6dc73,6,Blinking Crystal,"Each time the crystal comes to life, you see a shadow of a distant place.","Touching the crystal the next time it springs to life, you find yourself transported to the distance place.",,portal,5m p,,Gateway_Challenge_T1_Reward_Test_03,,,,,portal,,
6dc74,6,Dark Shaft,"Disguised as a garbage chute, something tells you this passage actually leads to somewhere special.","Sliding down the magical chute, you find yourself transported to a far away location.",,portal series,2m 2p + 2m,,Gateway_Challenge_T1_Reward_Test_04,,,,,portal,,
6dc75,6,Ancient Portal,"A hooded man points to the ancient portal and whispers, ""Know your destination or know your end.""","You concentrate on a place you've never seen except on a map. In a blink, you find yourself there!",,portal,4m 2p,,Gateway_Challenge_T1_Reward_Test_06,,,,,portal,,
6dc76,6,Guarded Gate,Some poorly-dressed but well-armed mercenaries block an iron gate.,"""Forget it... we ain't paid to do any actual killin'..."" one mutters as you prepare for combat. And without another word, the mercenaries wander away.",,door series,2p + 2m 2p,,Gateway_Challenge_T1_Reward_Test_01,,,,,door,,
6dc77,6,Guarded Barricade,"Clearly, you are meant to find another way through to your destination...","Deciding to take the direct route, you quickly dispatch the guards and make your way over the barricade.",,door,4m p t,,Gateway_Challenge_T1_Reward_Test_01,,,,,door,,
6dc78,6,Runed Wall,An outline of a door can be made out between a massive number of runes carved into the stone wall.,You trace the outline with your finger and speak the words etched along the edges. The frame glows and a hidden door is revealed.,,door series,2t + 2p 2t,,Gateway_Challenge_T1_Reward_Test_03,,,,,door,,
6dc79,6,Ornate Door,"You wonder what's worth more, the door itself or whatever is on the other side.","Careful not to damage the exquisite workmanship, you pick the lock and gingerly slide the door open.",,door,m 5p,,Gateway_Challenge_T1_Reward_Test_04,,,,,door,,
6dc80,6,Magical Barrier,You are jolted back a few feet after stepping into a heretofore unseen wall of energy.,"It takes several attempts before you are able to find the correct spell to remove the barrier, but in the end you are able to move forward.",,door series,2m 2p + 2p,,Gateway_Challenge_T1_Reward_Test_06,,,,,door,,
6dc81,6,Underground Lake,What evils lurk beneath the surface of the murky black lagoon?,"Using a long stick, you poke at the black water. A tentacle grabs the stick and pulls it below the surface, telling you to stay out of the lake...",,scenario,2m 2p t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc82,6,Demonic Runes,Each rune seems to speak its own name with a hellish growl.,"You perform an extended cleansing ritual, causing the runes to melt from the material plane.",,scenario series,2m + 2m 2p,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc83,6,Golden Idol,"If you can keep everything in proper balance, you might be able to remove the idol undetected...","You balance a bag of dirt in one hand, trying to guess the idol's weight. With a quick switch, you swap the idol for the bag. Looks like you didn't trigger anything...",,scenario,p 5t,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
6dc84,6,Detached Shadows,"You don't notice it right away, but your shadow seems intent on doing its own thing, regardless of your actions.","Your shadow leaps and plays, independent of your actions. Eventually it gets bored and reattaches itself to your feet.",,scenario series,2m + 2m 2t,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
6dc85,6,Eyes in the Water,"What looked like dancing lights in the water at first, now seem to be something else entirely.","You get a closer look and discover some kind of multi-eyed, squid-like creature. Backing away slowly, you retreat from the submerged horror.",,scenario,5p t,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
6dc86,6,Dwarven Drinking Contest - Round 3,"Lifting your head off the table, you're barely able to make out a fresh keg of ale being carried by a grinning, thirsty dwarf before you pass back out.","At this point you aren't even sure if you're lifting the mug or if someone else is doing it for you. Regardless, you seem to continue your winning streak...",,dwarf scenario series,2m + 2p 2t,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc87,6,Chanting Wizards,The group of wizards seem more intent on completing their spell than dealing with any threat you might bring.,"You listen to their chants and determine they are attempting to raise the undead. Acting quickly, you stop them before they can complete the ritual.",,scenario,5m t,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc88,6,Shrine to Lolth,"You hear a faint skittering as thousands of tiny black shadows move across a massive, onyx spider statue.","You kick over the shrine, sending the spiders scurrying across the ground. Lolth will not be pleased...",,scenario series,2p + 2m 2t,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
6dc89,6,Something in the Wall,"Scratch. Scratch. Scratch. ""Help..."" Scratch. Scratch. Scratch.","Listening closely at the wall, you hear nothing further. Whatever was trapped behind the stone has gone silent.",,scenario,4m 2t,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
6dc90,6,Spoils of War,You find the remains of a battle where neither side could truly be called victorious.,"You pick through the corpses, checking banners and sigils. Looks like rival shadar-kai factions decided to go to war.",,shadr-kai scenario series,2p + 2p 2t,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
6dc91,6,Battle Pit,The current champion paints its face with the latest victim's blood before howling at you.,"Placing one foot on the chest of the former champion, you raise your hands victoriously.",,scenario,2m p 2t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc92,6,Breeding Pit,"Unidentifiable monsters slither across one another at the bottom of a large, black hole in the ground.","You toss vials of acid and lit oil pots into the hole, hoping to purge whatever evil was crawling around down there.",,scenario series,2t + 2m 2p,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc93,6,Blinking Lanterns,Lanterns flicker off and on as if sending some kind of coded message.,"You attempt to respond to the code using your own light. The lanterns flash simultaneously and then vanish, a secret passage opening where they once stood.",,scenario,m 2p 2t 2c,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
6dc94,6,Prophetic Paintings,You see a painting of your future-self standing victorious over a field of slain enemies.,"Staring at the painting, you see the image shift to a different outcome, suggesting this is only one of several possible futures.",,scenario series,3m + 2m 2c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
6dc95,6,Rushing River,You don't see an easy place to cross...,"You struggle against the current, losing a few supplies and a loosely-held weapon. Still, you manage to cross to the other side relatively unscathed.",,scenario,2m 2p t 3c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
6dc96,6,A Tear in Reality,You are surrounded by glimmers of what your life would have been if a few flips of fate's coin had been tails instead of heads.,The light fades from the room. As soon as you can see again you search for the magical rip but it seems to have vanished.,,scenario series,3m 2c + 3p,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc97,6,Underground River,"Flowing from an unseen source, the water is cool and refreshing.","Taking sips of crisp, clean water, you feel refreshed and ready to complete your adventure.",,scenario,2m p 2t 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc98,6,Radiant Pool,You find a campsite built for six travelers and a series of plans for defending a far-away city.,"Not recognizing the city, you decide to leave the campsite and plans undisturbed.",,scenario series,3m 2c + 2t,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
6dc99,6,A Supernatural Argument,"Their arguments stated, the Angel and Demon both turn to you and ask ""Mortal, what is your opinion?""","Though the demon makes a compelling argument, you know better than to side with something from that hellish plane.",,scenario,m 2p 2t 3c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
6dc100,6,Blind Prophet,"""Sit down next to me and I will tell you your future. For a price, of course...""","The prophet speaks of glory and riches, promising that anything is possible with proper determination.",,scenario series,3p + 2c 2m,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
6dc101,6,Broken Construct,Pieces of the massive contraption are scattered across the floor. Perhaps it could be reassembled?,"You reassemble the construct and it stands waiting for a command scroll to be placed in its mouth. Sadly, you do not have one.",,scenario,3m p t 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc102,6,Ancient Golem,"The ancient construct stands frozen, waiting for its master to bring it back to life.","Though ancient, the construct still seems to be perfectly put-together. Try as you might, you cannot find a way to reactivate it.",,scenario series,3p 2c + 2p,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc103,6,A King in Exile,"""I am the rightful ruler of this land! Serve me and you will be richly rewarded!""","""Excellent! Excellent! For your loyalty you shall have my greatest treasure!"", the mad king yells as he hands you a pile of tiny spider carcasses.",,scenario,m 3p t 2c,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
